Collection Name,Subcollection,Subcollection$2,Subcollection$1,Title#1,Non Sort#1,Subtitle#1,Uniform Title#1,Alternative Title#1,Other Title#1,First Line of Chorus#1,First Line of Text#1,Series Title#1,Uniform Title#2,Alternative Title#2,Other Title#2,First Line of Chorus#2,First Line of Text#2,Series Title#2,Alternative Title#3,Other Title#3,First Line of Chorus#3,First Line of Text#3,Series Title#3,Other Title#4,First Line of Chorus#4,First Line of Text#4,Series Title#4,First Line of Text#5,Composer#1,Lyricist#1,Arranger#1,Contributor#1,Name Authority#1,Composer#2,Lyricist#2,Arranger#2,Editor#2,Artist#2,Performer#2,Contributor#2,Name Authority#2,Composer#3,Lyricist#3,Arranger#3,Artist#3,Performer#3,Contributor#3,Name Authority#3,Lyricist#4,Contributor#4,Name Authority#4,Lyricist#5,Arranger#5,Contributor#5,Name Authority#5,Type of Resource#1,Place Term#1,Place Term Type#1,Publisher#1,Date Issued#1,Date Captured#1,Date Captured Encoding#1,Edition#1,Place Term#2,Place Term Type#2,Publisher#2,Date Issued#2,Edition#2,Publisher#3,Date Issued#3,Date Captured#3,Date Captured Encoding#3,Edition#3,Publisher#4,Date Issued#4,Edition#4,Language Term#1,Language Term Code#1,Language Term Code Authority#1,Language Term Type#1,Internet Media Type#1,Extent#1,Digital Origin#1,Note#1,Digitization Note#1,Note#10,Note#11,Note#12,Note#13,Digitization Note#13,Note#2,Digitization Note#2,Note#3,Digitization Note#3,Note#4,Digitization Note#4,Note#5,Digitization Note#5,Note#6,Digitization Note#6,Note#7,Digitization Note#7,Note#8,Digitization Note#8,Note#9,Subject Topic#1,Subject Authority#1,Subject Geographic#1,Subject Geographic Authority#1,Subject Topic#2,Subject Authority#2,Subject Geographic#2,Subject Geographic Authority#2,Subject Temporal#2,Subject Temporal Authority#2,Subject Name#2,Subject Geographic Code#2,Subject Topic#3,Subject Authority#3,Subject Geographic#3,Subject Geographic Authority#3,Subject Temporal#3,Subject Temporal Authority#3,Subject Name#3,Subject Topic#4,Subject Authority#4,Subject Geographic#4,Subject Geographic Authority#4,Subject Temporal#4,Subject Temporal Authority#4,Subject Name#4,Subject Geographic Code#4,Subject Topic#5,Subject Authority#5,Subject Geographic#5,Subject Geographic Authority#5,Subject Temporal#5,Subject Temporal Authority#5,Subject Name#5,Subject Topic#6,Subject Authority#6,Subject Geographic#6,Subject Geographic Authority#6,Subject Temporal#6,Subject Temporal Authority#6,Subject Name#6,Subject Geographic#7,Subject Geographic Authority#7,Subject Temporal#7,Subject Temporal Authority#7,Classification#1,Plate Number#1,Classification#2,Plate Number#2,Publisher Number#2,Classification#3,Plate Number#3,Publisher Number#3,Identifier#1,Identifier Type#1,Identifier URI#1,Physical Location#1,Access Condition,Physical Location Type#1,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME
Digital Sheet Music Collection,,Ingram Sheet Music Collection,Colorado Publishers Sheet Music Collection,Back among the clover and the bees,Back among the clover and the bees,,,,,,,,,,,There the robin sings its best,Darkness slowly gathers 'round my western homestead,,,,,,,,,,,,"Avril, Charles",,,,,,"Scoggins, C. H.",,,,,,naf,,,,,,,,,,,,,,,notated music,"Denver, Colo.",text,Tolbert Ingram Music Co.,"[1905?], c1902",11/6/2013,iso8601,2nd ed,,,,,,,,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Songs with piano,lcsh,,,Popular music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1905-I Online,,,,,,,,b33504684,local,http://libraries.colorado.edu/record=b3350468~S3,University of Colorado Boulder Music Library,,current,1049416,,IngBackC1ed.pdf
Digital Sheet Music Collection,,Ingram Sheet Music Collection,Colorado Publishers Sheet Music Collection,Back among the clover and the bees,Back among the clover and the bees,,,,,,,,,,,There the robin sings its best,Darkness slowly gathers 'round my western homestead,,,,,,,,,,,,"Avril, Charles",,,,,,"Scoggins, C. H.",,,,,,naf,,,,,,,,,,,,,,,notated music,"Denver, Colo.",text,Tolbert Ingram Music Co.,"[1906?], c1902",11/6/2013,iso8601,6th ed,,,,,,,,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Songs with piano,lcsh,,,Popular music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1906-I Online,,,,,,,,b33504696,local,http://libraries.colorado.edu/record=b3350469~S3,University of Colorado Boulder Music Library,,current,1049433,,IngBackC2ed.pdf
Digital Sheet Music Collection,,Ingram Sheet Music Collection,Colorado Publishers Sheet Music Collection,Back among the clover and the bees,Back among the clover and the bees,,,,,,,,,,,There the robin sings its best,Darkness slowly gathers 'round my western homestead,,,,,,,,,,,,"Avril, Charles",,,,,,"Scoggins, C. H.",,,,,,naf,,,,,,,,,,,,,,,notated music,"Denver, Colo.",text,Tolbert R. Ingram Music Co.,"[1905?], c1902",11/6/2013,iso8601,,,,,,,,,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Songs with piano,lcsh,,,Popular music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1905-I Online,,,,,,,,b33504702,local,http://libraries.colorado.edu/record=b3350470~S3,University of Colorado Boulder Music Library,,current,1049450,,IngBackC6ed.pdf
Digital Sheet Music Collection,,Ingram Sheet Music Collection,Colorado Publishers Sheet Music Collection,Back among the southern pines,Back among the southern pines,,,,,,,,,,,Let me dream of Georgia's hills,Way down in dear old Georgia with her cotton fields of white,,,,,,,,,,,,"Casey, M. L.",,,,,,"Davies, Thomas H.",,,,,,naf,,,,,,,,,,,,,,,notated music,"Denver, Colo.",text,Tolbert R. Ingram Music Co.,c1909,11/6/2013,iso8601,,,,,,,,,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 7 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Songs with piano,lcsh,,,Popular music -- 1901-1910,lcsh,,,,,,,,,Georgia -- Songs and music,lcsh,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1909-I Online,,,,,,,,b33504738,local,http://libraries.colorado.edu/record=b3350473~S3,University of Colorado Boulder Music Library,,current,1049467,,IngBackS.pdf
Digital Sheet Music Collection,,Ingram Sheet Music Collection,Colorado Publishers Sheet Music Collection,The beautiful city,Beautiful city,sacred solo,,,,,,,,,,Beautiful city in fields ever vernal,There is a city beautiful,,,,,,,,,,,,"Penfield, Philip",,,,,,"Arnold, C. C.",,,,,,naf,,,,,,,,,,,,,,,notated music,Denver,text,Tolbert R. Ingram Music Co.,c1905,11/6/2013,iso8601,,,,,,,,,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Sacred songs with piano,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1905-I Online,,,,,,,,b33504787,local,http://libraries.colorado.edu/record=b3350478~S3,University of Colorado Boulder Music Library,,current,1049485,,IngBeautiful.pdf
Digital Sheet Music Collection,,Ingram Sheet Music Collection,Colorado Publishers Sheet Music Collection,Blue bells of Scotland,Blue bells of Scotland,transcription,,,,,,,,,,,,,,,,,,,,,,,"Cutler, Burt M.",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,Denver,text,Tolbert R. Ingram Music Co.,c1906,11/6/2013,iso8601,,,,,,,,,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,Caption title,,,,,,,For piano,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,Popular music -- 1901-1910,lcsh,,,Piano music,lcsh,,,,,,,,,Scotland -- Songs and music,lcsh,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1906-I Online,,,,,,,,b33504805,local,http://libraries.colorado.edu/record=b3350480~S3,University of Colorado Boulder Music Library,,current,1049500,,IngBlue.pdf
Digital Sheet Music Collection,,Ingram Sheet Music Collection,Colorado Publishers Sheet Music Collection,"California, that's the place for you, old man, for you","California, that's the place for you, old man, for you",,,,,,,,,,,,Good old summer time had passed,,,,,,,,,,,,"Jones, Donald,",,,,,,"Jones, Donald","Jeancon, J. A.",,,,,naf,,,,,,,,,,,,,,,notated music,Denver,text,Tolbert R. Ingram Music Co.,c1906,11/6/2013,iso8601,,,,,,,,,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (7 p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 7 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Songs with piano,lcsh,,,Popular music -- 1901-1910,lcsh,,,,,,,,,California -- Songs and music,lcsh,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1906-I Online,,,,,,,,b33504829,local,http://libraries.colorado.edu/record=b3350482~S3,University of Colorado Boulder Music Library,,current,1049518,,IngCalifornia.pdf
Digital Sheet Music Collection,,Ingram Sheet Music Collection,Colorado Publishers Sheet Music Collection,Canebrake harvest dance,Canebrake harvest dance,,Southern sketches for the pianoforte. No. 1. Canebrake harvest dance,,,,,,,,,,,,,,,,,,,,,,"Oehmler, Leo",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,Denver,text,Tolbert R. Ingram Music Co.,c1905,11/6/2013,iso8601,,,,,,,,,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,Caption title,,,,,,,For piano,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 5 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,Piano music,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1905-I Online,,,,,,,,b33504854,local,http://libraries.colorado.edu/record=b3350485~S3,University of Colorado Boulder Music Library,,current,1049536,,IngCanebrake.pdf
Digital Sheet Music Collection,,Ingram Sheet Music Collection,Colorado Publishers Sheet Music Collection,City of lights (Denver),City of lights (Denver),march-two-step,,,,,,,,,,,,,,,,,,,,,,,"Gargiulo, Chevalier Enrico",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,Denver,text,Tolbert R. Ingram Music Co.,c1907,11/6/2013,iso8601,,,,,,,,,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 7 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Marches (Piano),lcsh,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,Denver (Colo.) -- Songs and music,lcsh,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1907-I Online,,,,,,,,b33504878,local,http://libraries.colorado.edu/record=b3350487~S3,University of Colorado Boulder Music Library,,current,1049551,,IngCity.pdf
Digital Sheet Music Collection,,Ingram Sheet Music Collection,Colorado Publishers Sheet Music Collection,Coasting,Coasting,waltz song,,,,,,,,,,"Dolly dear, Dolly dear",Twas the month of December,,,,,,,,,,,,"Gill, Cary",,,,,,"Gill, Cary",,,,,,naf,,,,,,,,,,,,,,,notated music,"Denver, Colo.",text,Tolbert R. Ingram Music Co.,c1906,11/6/2013,iso8601,,,,,,,,,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 5 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Songs with piano,lcsh,,,Popular music -- 1901-1910,lcsh,,,,,,,Sledding -- Songs and music,lcsh,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1906-I Online,,,,,,,,b33504982,local,http://libraries.colorado.edu/record=b3350498~S3,University of Colorado Boulder Music Library,,current,1049568,,IngCoasting.pdf
Digital Sheet Music Collection,,Ingram Sheet Music Collection,Colorado Publishers Sheet Music Collection,Cosmopolitan America,Cosmopolitan America,march and two-step,,,,,,,,,,,,,,,,,,,,,,,"Butler, Helen May",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,Denver,text,Tolbert R. Ingram Music Co.,c1904,11/6/2013,iso8601,,,,,,,,,,,,,,,English,eng,iso639-2b,text,text/pdf,[5] p. of music,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 8 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Marches (Piano),lcsh,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1904-I Online,,,,,,,,b33504994,local,http://libraries.colorado.edu/record=b3350499~S3,University of Colorado Boulder Music Library,,current,1049586,,IngCosmopolitan.pdf
Digital Sheet Music Collection,,Ingram Sheet Music Collection,Colorado Publishers Sheet Music Collection,Cradle song of Bethlehem,Cradle song of Bethlehem,,,,,,,,,,,,"Child of the promise, long given of old",,,,,,,,,,,,"Houseley, Henry, 1851-1925",,,,,,"Remington, Franc",,,,,,naf,,,,,,,,,,,,,,,notated music,Denver,text,Tolbert R. Ingram Music Co.,"[1906], c1896",11/6/2013,iso8601,Soprano or tenor in A?,,,,,,,,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (7 p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 8 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Sacred songs with piano,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1906-I Online,,,,,,,,b33505007,local,http://libraries.colorado.edu/record=b3350500~S3,University of Colorado Boulder Music Library,,current,1049602,,IngCradle.pdf
Digital Sheet Music Collection,,Ingram Sheet Music Collection,Colorado Publishers Sheet Music Collection,The C.T.C. march song,C.T.C. march song,,,,CTC march song,,,,,,,"Oh teacher's college, our hearts are loyal beating",As we march along joyous is our song,,,,,,,,,,,,"Kendel, Josephine Knowles",,,,,,"Kendel, Josephine Knowles",,,,,,naf,,,,,,,,,,,,,,,notated music,Denver,text,Tolbert R. Ingram Music Co.,c1915,11/6/2013,iso8601,,,,,,,,,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 4 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Popular music -- 1911-1920,lcsh,,,Songs with piano,lcsh,,,,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1915-I Online,,,,,,,,b33505019,local,http://libraries.colorado.edu/record=b3350501~S3,University of Colorado Boulder Music Library,,current,1049617,,IngCTC.pdf
Digital Sheet Music Collection,,Ingram Sheet Music Collection,Colorado Publishers Sheet Music Collection,Cupid and the cowboy,Cupid and the cowboy,two step,,,,,,,,,,,,,,,,,,,,,,,"Durose, David.",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,Denver,text,Tolbert R. Ingram Music Co.,c1904,11/6/2013,iso8601,,,,,,,,,,,,,,,English,eng,iso639-2b,text,text/pdf,3 p. of music,reformatted digital,Caption title,,,,,,,For piano,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,Piano music,lcsh,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1904-I Online,,,,,,,,b33505032,local,http://libraries.colorado.edu/record=b3350503~S3,University of Colorado Boulder Music Library,,current,1049634,,IngCupid.pdf
Digital Sheet Music Collection,,Ingram Sheet Music Collection,Colorado Publishers Sheet Music Collection,Cupids' frolic waltzes,Cupids' frolic waltzes,,,,,,,,,,,,,,,,,,,,,,,,"Winchell, Grace Ida",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,Denver,text,Tolbert R. Ingram Music Co.,c1907,11/6/2013,iso8601,3rd ed,,,,,,,,,,,,,,English,eng,iso639-2b,text,text/pdf,7 p. of music,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 8 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Waltzes,lcsh,,,Piano music,lcsh,,,,,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1907-I Online,,,,,,,,b33505044,local,http://libraries.colorado.edu/record=b3350504~S3,University of Colorado Boulder Music Library,,current,1049651,,IngCupidsF.pdf
Digital Sheet Music Collection,,Ingram Sheet Music Collection,Colorado Publishers Sheet Music Collection,Dainty Flo from Idaho,Dainty Flo from Idaho,,,,,,,,,,,"Flo, Flo, my Flo, my dainty Flo",In the great northwest in Idaho lives a maiden you may know,,,,,,,,,,,,"Barber, W. Harrison",,,,,,"Burson, Florence L.",,,,,,naf,,,,,,,,,,,,,,,notated music,"Denver, Colo.",text,Tolbert R. Ingram Music Co.,c1905,11/6/2013,iso8601,,,,,,,,,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,Caption title,,Respectfully inscribed to Edwin H. Carroll.,,Back cover: Excerpt of You needn't think that I'm a regular fool,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 5 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,Songs with piano,lcsh,,,Popular music -- 1901-1910,lcsh,,,,,,,,,Idaho -- Songs and music,lcsh,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP-1905-I Online,,,,,,,,b33505081,local,http://libraries.colorado.edu/record=b3350508~S3,University of Colorado Boulder Music Library,,current,1049668,,IngDainty.pdf
Digital Sheet Music Collection,,Ingram Sheet Music Collection,Colorado Publishers Sheet Music Collection,Democratic fun,Democratic fun,a campaign cake walk,,,,,,,,,,,,,,,,,,,,,,,"Buechel, Robert",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,Denver,text,Tolbert R. Ingram Music Co.,c1908,11/6/2013,iso8601,,,,,,,,,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music : ill.,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 5 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1908-I Online,,,,,,,,b33505093,local,http://libraries.colorado.edu/record=b3350509~S3,University of Colorado Boulder Music Library,,current,1049688,,IngDemocratic.pdf
Digital Sheet Music Collection,,Ingram Sheet Music Collection,Colorado Publishers Sheet Music Collection,Down among the sun-kissed hills of Tennessee,Down among the sun-kissed hills of Tennessee,,,,,,,,,,,When the northern roses fade,Where the south winds softly blow,,,,,,,,,,,,"Whitson, Beth Slater, 1879-1930",,,,,,"Whitson, Beth Slater, 1879-1930",,,,,,naf,,,,,,,,,,,,,,,notated music,Denver,text,Tolbert R. Ingram Music Co.,c1902,11/6/2013,iso8601,,,,,,,,,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 5 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Songs with piano,lcsh,,,Popular music -- 1901-1910,lcsh,,,,,,,,,Tennessee -- Songs and music,lcsh,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1902-I Online,,,,,,,,b33505111,local,http://libraries.colorado.edu/record=b3350511~S3,University of Colorado Boulder Music Library,,current,1049704,,IngDown.pdf
Digital Sheet Music Collection,,Ingram Sheet Music Collection,Colorado Publishers Sheet Music Collection,Dream life,Dream life,waltzes,,,,,,,,,,,,,,,,,,,,,,,"Dodd, Arthur",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,Denver,text,Tolbert R. Ingram Music Co.,c1907,11/6/2013,iso8601,,,,,,,,,,,,,,,English,eng,iso639-2b,text,text/pdf,7 p. of music,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 7 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Waltzes,lcsh,,,Piano music,lcsh,,,,,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1907-I Online,,,,,,,,b33505123,local,http://libraries.colorado.edu/record=b3350512~S3,University of Colorado Boulder Music Library,,current,1049722,,IngDream.pdf
Digital Sheet Music Collection,,Ingram Sheet Music Collection,Colorado Publishers Sheet Music Collection,Dreaming on the silv'ry Rio Grande,Dreaming on the silv'ry Rio Grande,,,,Dreaming on the silvery Rio Grande,,,,,,,Moonbeams shed a glow upon the river,Softly sighs the summer breeze along the river,,,,,,,,,,,,"Avril, Charles",,,,,,"Scoggins, C. H. (Charles H.)",,,,,,naf,,,,,,,,,,,,,,,notated music,"Denver, Colo.",text,Tolbert R. Ingram Music Co.,c1906,11/6/2013,iso8601,,,,,,,,,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (6 p.),reformatted digital,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 5 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,,,,,,,,Songs with piano,lcsh,,,Popular music -- 1901-1910,lcsh,,,,,,,,,Rio Grande (Colo.-Mexico and Tex.) -- Songs and music,lcsh,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1906-I Online,,,,,,,,b33505135,local,http://libraries.colorado.edu/record=b3350513~S3,University of Colorado Boulder Music Library,,current,1049739,,IngDreaming2ed.pdf
Digital Sheet Music Collection,,Ingram Sheet Music Collection,Colorado Publishers Sheet Music Collection,Easter song,Easter song,,,,,,,,,,,They listen in awe to voices near,Portals of death were opened wide,,,,,,,,,,,,"Syphus, Clara",,,,,,"Syphus, Clara",,,,,,naf,,,,,,,,,,,,,,,notated music,Denver,text,Tolbert R. Ingram Music Co.,c1906,11/6/2013,iso8601,,,,,,,,,,,,,,,English,eng,iso639-2b,text,text/pdf,1 score (5 p.),reformatted digital,For voice and piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 5 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Sacred songs with piano,lcsh,,,Easter music,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1906-I Online,,,,,,,,b33505160,local,http://libraries.colorado.edu/record=b3350516~S3,University of Colorado Boulder Music Library,,current,1049756,,IngEaster.pdf
