Collection Name,Subcollection,Subcollection$2,Subcollection$1,Title#1,Non Sort#1,Subtitle#1,Uniform Title#1,Alternative Title#1,Other Title#1,First Line of Chorus#1,First Line of Text#1,Series Title#1,Uniform Title#2,Alternative Title#2,Other Title#2,First Line of Chorus#2,First Line of Text#2,Series Title#2,Alternative Title#3,Other Title#3,First Line of Chorus#3,First Line of Text#3,Series Title#3,Other Title#4,First Line of Chorus#4,First Line of Text#4,Series Title#4,First Line of Text#5,Composer#1,Lyricist#1,Arranger#1,Contributor#1,Name Authority#1,Composer#2,Lyricist#2,Arranger#2,Editor#2,Artist#2,Performer#2,Contributor#2,Name Authority#2,Composer#3,Lyricist#3,Arranger#3,Artist#3,Performer#3,Contributor#3,Name Authority#3,Lyricist#4,Contributor#4,Name Authority#4,Lyricist#5,Arranger#5,Contributor#5,Name Authority#5,Type of Resource#1,Place Term#1,Place Term Type#1,Publisher#1,Date Issued#1,Date Captured#1,Date Captured Encoding#1,Edition#1,Place Term#2,Place Term Type#2,Publisher#2,Date Issued#2,Edition#2,Publisher#3,Date Issued#3,Date Captured#3,Date Captured Encoding#3,Edition#3,Publisher#4,Date Issued#4,Edition#4,Language Term#1,Language Term Code#1,Language Term Code Authority#1,Language Term Type#1,Internet Media Type#1,Extent#1,Digital Origin#1,Note#1,Digitization Note#1,Note#10,Note#11,Note#12,Note#13,Digitization Note#13,Note#2,Digitization Note#2,Note#3,Digitization Note#3,Note#4,Digitization Note#4,Note#5,Digitization Note#5,Note#6,Digitization Note#6,Note#7,Digitization Note#7,Note#8,Digitization Note#8,Note#9,Subject Topic#1,Subject Authority#1,Subject Geographic#1,Subject Geographic Authority#1,Subject Topic#2,Subject Authority#2,Subject Geographic#2,Subject Geographic Authority#2,Subject Temporal#2,Subject Temporal Authority#2,Subject Name#2,Subject Geographic Code#2,Subject Topic#3,Subject Authority#3,Subject Geographic#3,Subject Geographic Authority#3,Subject Temporal#3,Subject Temporal Authority#3,Subject Name#3,Subject Topic#4,Subject Authority#4,Subject Geographic#4,Subject Geographic Authority#4,Subject Temporal#4,Subject Temporal Authority#4,Subject Name#4,Subject Geographic Code#4,Subject Topic#5,Subject Authority#5,Subject Geographic#5,Subject Geographic Authority#5,Subject Temporal#5,Subject Temporal Authority#5,Subject Name#5,Subject Topic#6,Subject Authority#6,Subject Geographic#6,Subject Geographic Authority#6,Subject Temporal#6,Subject Temporal Authority#6,Subject Name#6,Subject Geographic#7,Subject Geographic Authority#7,Subject Temporal#7,Subject Temporal Authority#7,Classification#1,Plate Number#1,Classification#2,Plate Number#2,Publisher Number#2,Classification#3,Plate Number#3,Publisher Number#3,Identifier#1,Identifier Type#1,Identifier URI#1,Physical Location#1,Access Condition,Physical Location Type#1,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Cleopatra rag,Cleopatra rag,,,,,,,,,,,,,,,,,,,,,,,,"Lamb, Joseph F. (Joseph Francis), 1887-1960",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,[St. Louis],,,,,,,,text,Stark Music Co.,,,,c1915,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music: ill.,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 5 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1911-1920,lcsh,,,,,,,,,,,,,"Cleopatra, Queen of Egypt, -30 B.C. -- Songs and music",,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1915-H Online,,,,,,,,b3448940x,local,http://libraries.colorado.edu/record=b3448940~S3,University of Colorado Boulder Music Library,,current,1065132,,RagCleop.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Clorinda,Clorinda,march two step (characteristic),,,,,,,,,,,,,,,,,,,,,,,"Haines, Chauncey",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,"Detroit, Mich.",,,,,,,,text,Whitney Warner Pub. Co.,,,,c1901,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 8 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,"Names, Personal -- Songs and music",lcsh,,,,,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1901-H Online,,,,,,,,b34489435,local,http://libraries.colorado.edu/record=b3448943~S3,University of Colorado Boulder Music Library,,current,1079544,,RagClori.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Clorinda,Clorinda,march two step (characteristic),,,,,,,,,,,,,,,,,,,,,,,"Haines, Chauncey",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,"Detroit, Mich.",,,,,,,,text,Whitney Warner Pub. Co.,,,,c1901,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 8 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,"Names, Personal -- Songs and music",lcsh,,,,,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1901-H Online,,,,,,,,b34489435,local,http://libraries.colorado.edu/record=b3448943~S3,University of Colorado Boulder Music Library,,current,1065150,,RagClori.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Clover blossom rag,Clover blossom rag,,,,,,,,,,,,,,,,,,,,,,,,"Heltman, Fred",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,Cleveland,,,,,,,,text,Fred Heltman,,,,c1910,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1910-H Online,,,,,,,,b34489447,local,http://libraries.colorado.edu/record=b3448944~S3,University of Colorado Boulder Music Library,,current,1079563,,RagCloverBlossom.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Clover blossom rag,Clover blossom rag,,,,,,,,,,,,,,,,,,,,,,,,"Heltman, Fred",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,Cleveland,,,,,,,,text,Fred Heltman,,,,c1910,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1910-H Online,,,,,,,,b34489447,local,http://libraries.colorado.edu/record=b3448944~S3,University of Colorado Boulder Music Library,,current,1065169,,RagCloverBlossom.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Clover blossoms rag,Clover blossoms rag,,,,,,,,,,Clover blossom rag,,,,,,,,,,,,,,"Manchester, Bud",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,"St. Louis, Mo.",,,,,,,,text,Stark Music Co.,,,,c1912,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1911-1920,lcsh,,,,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1912-H Online,,,,,,,,b34489459,local,http://libraries.colorado.edu/record=b3448945~S3,University of Colorado Boulder Music Library,,current,1079581,,RagCloverBlossoms.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Clover blossoms rag,Clover blossoms rag,,,,,,,,,,Clover blossom rag,,,,,,,,,,,,,,"Manchester, Bud",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,"St. Louis, Mo.",,,,,,,,text,Stark Music Co.,,,,c1912,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1911-1920,lcsh,,,,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1912-H Online,,,,,,,,b34489459,local,http://libraries.colorado.edu/record=b3448945~S3,University of Colorado Boulder Music Library,,current,1065187,,RagCloverBlossoms.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Clover leaf rag,Clover leaf rag,,,,,,,,,,,,,,,,,,,,,,,,"Marshall, George Pendleton",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,"Dallas, Tex.",,,,,,,,text,Marshall Music Co.,,,,c1907,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1907-H Online,,,,,,,,b34489460,local,http://libraries.colorado.edu/record=b3448946~S3,University of Colorado Boulder Music Library,,current,1079600,,RagClover_Marshall.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Clover leaf rag,Clover leaf rag,,,,,,,,,,,,,,,,,,,,,,,,"Marshall, George Pendleton",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,"Dallas, Tex.",,,,,,,,text,Marshall Music Co.,,,,c1907,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1907-H Online,,,,,,,,b34489460,local,http://libraries.colorado.edu/record=b3448946~S3,University of Colorado Boulder Music Library,,current,1065206,,RagClover_Marshall.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Clover leaf rag,Clover leaf rag,,,,,,,,,,,,,,,,,,,,,,,,"Seymour, C",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,Chicago,,,,,,,,text,The Albright Music Co.,,,,c1909,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1909-H Online,,,,,,,,b34489472,local,http://libraries.colorado.edu/record=b3448947~S3,University of Colorado Boulder Music Library,,current,1079618,,RagClover_Seymour.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Clover leaf rag,Clover leaf rag,,,,,,,,,,,,,,,,,,,,,,,,"Seymour, C",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,Chicago,,,,,,,,text,The Albright Music Co.,,,,c1909,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1909-H Online,,,,,,,,b34489472,local,http://libraries.colorado.edu/record=b3448947~S3,University of Colorado Boulder Music Library,,current,1065224,,RagClover_Seymour.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Cold feet rag,Cold feet rag,,,,,,,,,,,,,,,,,,,,,,,,"Williams, Mamie",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,Kansas City,,,,,,,,text,J.W. Jenkins Sons Music Co.,,,,c1907,,,,,,,English,eng,iso639-2b,text,text/pdf,6 p. of music: ill.,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 5 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1907-H Online,,,,,,,,b34489484,local,http://libraries.colorado.edu/record=b3448948~S3,University of Colorado Boulder Music Library,,current,1079636,,RagColdF.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Cold feet rag,Cold feet rag,,,,,,,,,,,,,,,,,,,,,,,,"Williams, Mamie",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,Kansas City,,,,,,,,text,J.W. Jenkins Sons Music Co.,,,,c1907,,,,,,,English,eng,iso639-2b,text,text/pdf,6 p. of music: ill.,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 5 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1907-H Online,,,,,,,,b34489484,local,http://libraries.colorado.edu/record=b3448948~S3,University of Colorado Boulder Music Library,,current,1065242,,RagColdF.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Cole smoak,Cole smoak,,,,,,,,,,,,,,,,,,,,,,,,"St. John, Clarence H",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,St. Louis,,,,,,,,text,Stark Music Co.,,,,c1906,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music: ill.,reformatted digital,Rag for piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1906-H Online,,,42-4 Stark Music Co,,,,,b34489496,local,http://libraries.colorado.edu/record=b3448949~S3,University of Colorado Boulder Music Library,,current,1079654,,RagColeS.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Cole smoak,Cole smoak,,,,,,,,,,,,,,,,,,,,,,,,"St. John, Clarence H",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,St. Louis,,,,,,,,text,Stark Music Co.,,,,c1906,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music: ill.,reformatted digital,Rag for piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1906-H Online,,,42-4 Stark Music Co,,,,,b34489496,local,http://libraries.colorado.edu/record=b3448949~S3,University of Colorado Boulder Music Library,,current,1065260,,RagColeS.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Collars and cuffs,Collars and cuffs,,,,,,,,,,,,,,,,,,,,,,,,"St. John, Clarence H",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,"St. Louis, Mo.",,,,,,,,text,Stark Music,,,,c1907,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1907-H Online,,,,,,,,b34489514,local,http://libraries.colorado.edu/record=b3448951~S3,University of Colorado Boulder Music Library,,current,1079673,,RagCollars.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Collars and cuffs,Collars and cuffs,,,,,,,,,,,,,,,,,,,,,,,,"St. John, Clarence H",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,"St. Louis, Mo.",,,,,,,,text,Stark Music,,,,c1907,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1907-H Online,,,,,,,,b34489514,local,http://libraries.colorado.edu/record=b3448951~S3,University of Colorado Boulder Music Library,,current,1065279,,RagCollars.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Colonial glide,Colonial glide,,,,,,,,,,,,,,,,,,,,,,,,"Pratt, Paul, 1890-1948",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,"Indianapolis, Ind.",,,,,,,,text,J.H. Aufderheide Music Publisher,,,,c1910,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1910-H Online,,,,,,,,b34489538,local,http://libraries.colorado.edu/record=b3448953~S3,University of Colorado Boulder Music Library,,current,1079691,,RagColonialG.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Colonial glide,Colonial glide,,,,,,,,,,,,,,,,,,,,,,,,"Pratt, Paul, 1890-1948",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,"Indianapolis, Ind.",,,,,,,,text,J.H. Aufderheide Music Publisher,,,,c1910,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1910-H Online,,,,,,,,b34489538,local,http://libraries.colorado.edu/record=b3448953~S3,University of Colorado Boulder Music Library,,current,1065297,,RagColonialG.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Colonial rag,Colonial rag,novelty one step,,,,,,,,,,,,,,,,,,,,,,,"Ball, Ernest R., 1878-1927",,,,,,,,,,,"Lenzberg, Julius, 1878-1956",,,,,,,,naf,,,,,,,,notated music,New York,,,,,,,,text,M. Witmark & Sons,,,,c1914,,,,,,,English,eng,iso639-2b,text,text/pdf,4 p. of music,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1911-1920,lcsh,,,,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1914-H Online,,,M.W.&Sons 13387 M. Witmark & Sons,,,,1853 M. Witmark & Sons,b34489551,local,http://libraries.colorado.edu/record=b3448955~S3,University of Colorado Boulder Music Library,,current,1079709,,RagColonialR.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Colonial rag,Colonial rag,novelty one step,,,,,,,,,,,,,,,,,,,,,,,"Ball, Ernest R., 1878-1927",,,,,,,,,,,"Lenzberg, Julius, 1878-1956",,,,,,,,naf,,,,,,,,notated music,New York,,,,,,,,text,M. Witmark & Sons,,,,c1914,,,,,,,English,eng,iso639-2b,text,text/pdf,4 p. of music,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1911-1920,lcsh,,,,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1914-H Online,,,M.W.&Sons 13387 M. Witmark & Sons,,,,1853 M. Witmark & Sons,b34489551,local,http://libraries.colorado.edu/record=b3448955~S3,University of Colorado Boulder Music Library,,current,1065315,,RagColonialR.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Comedy Tom march,Comedy Tom march,,,,,,,,,,,,,,,,,,,,,,,,"King, Gus",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,"Chicago, Ill.",,,,,,,,text,Will Rossiter,,,,c1917,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 7 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Marches (Piano),lcsh,,,Piano music (Ragtime),lcsh,,,,,,,Popular instrumental music -- 1911-1920,lcsh,,,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1917-H Online,,,,,,,,b34489563,local,http://libraries.colorado.edu/record=b3448956~S3,University of Colorado Boulder Music Library,,current,1079730,,RagComedy.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Comedy Tom march,Comedy Tom march,,,,,,,,,,,,,,,,,,,,,,,,"King, Gus",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,"Chicago, Ill.",,,,,,,,text,Will Rossiter,,,,c1917,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,For piano,,,,,,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 7 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,,,Marches (Piano),lcsh,,,Piano music (Ragtime),lcsh,,,,,,,Popular instrumental music -- 1911-1920,lcsh,,,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1917-H Online,,,,,,,,b34489563,local,http://libraries.colorado.edu/record=b3448956~S3,University of Colorado Boulder Music Library,,current,1065336,,RagComedy.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Comet rag,Comet rag,,,,,,,,,,,,,,,,,,,,,,,,"Mahony, Ed. C",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,Boston,,,,,,,,text,Daly Music Publisher,,,,c1910,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music: ill.,reformatted digital,Illustration by Starmer,,,,,,,For piano,,Publisher's advertising includes musical incipit,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1910-H Online,,,,,,,,b34489575,local,http://libraries.colorado.edu/record=b3448957~S3,University of Colorado Boulder Music Library,,current,1079749,,RagComet.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Comet rag,Comet rag,,,,,,,,,,,,,,,,,,,,,,,,"Mahony, Ed. C",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,Boston,,,,,,,,text,Daly Music Publisher,,,,c1910,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music: ill.,reformatted digital,Illustration by Starmer,,,,,,,For piano,,Publisher's advertising includes musical incipit,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 6 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1901-1910,lcsh,,,,,,,,,,,1901-1910,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1910-H Online,,,,,,,,b34489575,local,http://libraries.colorado.edu/record=b3448957~S3,University of Colorado Boulder Music Library,,current,1065355,,RagComet.pdf
Digital Sheet Music Collection,Ragtime Sheet Music Collection,,,Contagious rag,Contagious rag,,,,,,,,,,That contagious rag,,,,,,,,,,,,,,"Mellinger, Edward J",,,,,,,,,,,,naf,,,,,,,,,,,,,,,notated music,"St. Louis, Mo.",,,,,,,,text,Stark Music Co.,,,,c1913,,,,,,,English,eng,iso639-2b,text,text/pdf,5 p. of music,reformatted digital,For piano,,,,,,,Form of composer's name in caption title: Edw. J. Mellinger,,,"Digital copy. Boulder, Colo. : University of Colorado. Music Library, 2001. 5 digital images : jpeg ; 72 ppi. Scanned on Agfa Duoscan T2000XL scanner",,,,,,,,,,,,Piano music (Ragtime),lcsh,,,Popular instrumental music -- 1911-1920,lcsh,,,,,,,,,,,1911-1920,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,MUSICPOP 1913-H Online,,,,,,,,b34489587,local,http://libraries.colorado.edu/record=b3448958~S3,University of Colorado Boulder Music Library,,current,1079769,,RagContag.pdf
